strategy,scenario,constraint,constraint_type,slack,shadow_price
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_WEST::rail,lane_capacity,0.0,0.013100000000000007
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_WEST::rail,lane_capacity,0.0,0.013100000000000007
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_WEST::rail,lane_capacity,0.0,0.013100000000000007
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->TX::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MN::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IL::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WI::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MI::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OH::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IA::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MO::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IN::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->KS::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OK::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NE::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->SD::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->ND::rail,lane_capacity,0.0,0.013100000000000004
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_EAST::rail,lane_capacity,0.0,0.012400000000000001
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_EAST::rail,lane_capacity,0.0,0.012400000000000001
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_EAST::rail,lane_capacity,0.0,0.012400000000000001
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_WEST::truck,lane_capacity,0.0,0.006900000000000007
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_WEST::truck,lane_capacity,0.0,0.006900000000000007
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_WEST::truck,lane_capacity,0.0,0.006900000000000007
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->TX::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MN::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IL::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WI::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MI::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OH::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IA::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MO::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->IN::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->KS::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OK::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NE::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->SD::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->ND::truck,lane_capacity,0.0,0.006900000000000003
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_CENTRAL::rail,lane_capacity,0.0,0.006200000000000004
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_CENTRAL::rail,lane_capacity,0.0,0.006200000000000004
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_CENTRAL::rail,lane_capacity,0.0,0.006200000000000004
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_LA_LB->DC_EAST::truck,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_HOU->DC_EAST::truck,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::PORT_TO_DC::PORT_NY_NJ->DC_EAST::truck,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->CA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->CA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->OR::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->OR::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->MA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->AZ::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->AZ::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->NY::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->FL::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->CO::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->CO::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->NJ::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->NC::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->MD::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->PA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->WA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->VA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->NH::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->UT::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->UT::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->GA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->CT::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->ID::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->ID::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->NM::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NM::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->SC::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->AL::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->TN::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->KY::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->DE::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->ME::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->NV::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->NV::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->LA::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->RI::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->VT::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->AR::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->MT::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->MT::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->MS::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->DC::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->HI::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->HI::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_EAST->WV::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->WY::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_CENTRAL->WY::rail,lane_capacity,0.0,0.006200000000000001
Cost-Minimizing,stress,lane_capacity::DC_TO_STATE::DC_WEST->AK::rail,lane_capacity,0.0,0.006200000000000001
